,Unnamed: 0,Article_Title,Label,Link,article
433,433,Telescoping Series,2,https://en.wikipedia.org/wiki/Telescoping_series,"in mathematics, a telescoping series is a series whose general term t n {\displaystyle t_{n}} can be written as t n = a n − a n +   {\displaystyle t_{n}=a_{n}-a_{n+ }} , i.e. the difference of two consecutive terms of a sequence ( a n ) {\displaystyle (a_{n})} .[citation needed] as a consequence the partial sums only consists of two terms of ( a n ) {\displaystyle (a_{n})} after cancellation. the cancellation technique, with part of each term cancelling with part of the next term, is known as the method of differences. for example, the series (the series of reciprocals of pronic numbers) simplifies as an early statement of the formula for the sum or partial sums of a telescoping series can be found in a      work by evangelista torricelli, de dimensione parabolae. telescoping sums are finite sums in which pairs of consecutive terms cancel each other, leaving only the initial and final terms. let a n {\displaystyle a_{n}} be a sequence of numbers. then, if a n →   {\displaystyle a_{n}\rightarrow  } telescoping products are finite products in which consecutive terms cancel denominator with numerator, leaving only the initial and final terms. let a n {\displaystyle a_{n}} be a sequence of numbers. then, "
434,434,Tetrahedron,1,https://en.wikipedia.org/wiki/Tetrahedron," in geometry, a tetrahedron (plural: tetrahedra or tetrahedrons), also known as a triangular pyramid, is a polyhedron composed of four triangular faces, six straight edges, and four vertex corners. the tetrahedron is the simplest of all the ordinary convex polyhedra and the only one that has fewer than   faces. the tetrahedron is the three-dimensional case of the more general concept of a euclidean simplex, and may thus also be called a  -simplex. the tetrahedron is one kind of pyramid, which is a polyhedron with a flat polygon base and triangular faces connecting the base to a common point. in the case of a tetrahedron the base is a triangle (any of the four faces can be considered the base), so a tetrahedron is also known as a ""triangular pyramid"". like all convex polyhedra, a tetrahedron can be folded from a single sheet of paper. it has two such nets. for any tetrahedron there exists a sphere (called the circumsphere) on which all four vertices lie, and another sphere (the insphere) tangent to the tetrahedron's faces. a regular tetrahedron is a tetrahedron in which all four faces are equilateral triangles. it is one of the five regular platonic solids, which have been known since antiquity. in a regular tetrahedron, all faces are the same size and shape (congruent) and all edges are the same length. regular tetrahedra alone do not tessellate (fill space), but if alternated with regular octahedra in the ratio of two tetrahedra to one octahedron, they form the alternated cubic honeycomb, which is a tessellation. some tetrahedra that are not regular, including the schläfli orthoscheme and the hill tetrahedron, can tessellate. the regular tetrahedron is self-dual, which means that its dual is another regular tetrahedron. the compound figure comprising two such dual tetrahedra form a stellated octahedron or stella octangula. "
435,435,Matrices as a rectangular array of real numbers,1,https://en.wikipedia.org/wiki/The_Matrix," the matrix is a      science fiction action film written and directed by the wachowskis.[a] it is the first installment in the matrix film series, starring keanu reeves, laurence fishburne, carrie-anne moss, hugo weaving, and joe pantoliano. it depicts a dystopian future in which humanity is unknowingly trapped inside a simulated reality, the matrix, which intelligent machines have created to distract humans while using their bodies as an energy source. when computer programmer thomas anderson, under the hacker alias ""neo"", uncovers the truth, he joins a rebellion against the machines along with other people who have been freed from the matrix. the matrix is an example of the cyberpunk subgenre of science fiction. the wachowskis' approach to action scenes was influenced by japanese animation and martial arts films, and the film's use of fight choreographers and wire fu techniques from hong kong action cinema influenced subsequent hollywood action film productions. the film popularized a visual effect known as ""bullet time"", in which the heightened perception of certain characters is represented by allowing the action within a shot to progress in slow-motion while the camera appears to move through the scene at normal speed, allowing the sped-up movements of certain characters to be perceived normally. the matrix opened in theaters in the united states on march   ,      to widespread acclaim from critics, who praised its innovative visual effects, action sequences, cinematography and entertainment value, and was a massive success at the box office, grossing over $    million on a $   million budget. at the   nd academy awards, the film won all four categories it was nominated for, best visual effects, best film editing, best sound, and best sound editing. the film was also the recipient of numerous other accolades, including best sound and best special visual effects at the   rd british academy film awards, and the wachowskis were awarded best director and best science fiction film at the   th saturn awards. the film is considered to be among the greatest science fiction films of all time, and in     , the film was selected for preservation in the national film registry by the library of congress for being ""culturally, historically, and aesthetically significant."" the film's success led to two feature film sequels being released in     , the matrix reloaded and the matrix revolutions, which were also written and directed by the wachowskis. the matrix franchise was further expanded through the production of comic books, video games and animated short films, with which the wachowskis were heavily involved. the franchise has also inspired books and theories expanding on some of the religious and philosophical ideas alluded to in the films. a fourth film, titled the matrix resurrections, was released on december   ,     . at an abandoned hotel, a police squad corners trinity, who overpowers them with superhuman abilities. she flees, pursued by the police and a group of suited agents capable of similar superhuman feats. she answers a ringing public telephone and vanishes. computer programmer thomas anderson, known by his hacking alias ""neo"", is puzzled by repeated online encounters with the phrase ""the matrix"". trinity contacts him and tells him a man named morpheus has the answers neo seeks. a team of agents and police, led by agent smith, arrives at neo's workplace in search of him. though morpheus attempts to guide neo to safety, neo surrenders rather than risk a dangerous escape. the agents attempt to coerce neo into helping them locate morpheus, who they claim is a terrorist. when neo refuses, the agents fuse his mouth shut and implant a robotic ""bug"" in his stomach. neo wakes up from what he believes to be a nightmare. soon after, neo is taken by trinity to meet morpheus, and she removes the bug from neo, indicating that the ""nightmare"" he experienced was apparently real. morpheus offers neo a choice between two pills: red to reveal the truth about the matrix, and blue to forget everything and return to his former life. as neo takes the red pill, his reality begins to distort, and he soon awakens in a liquid-filled pod among countless other pods, containing other humans. he is then brought aboard morpheus's flying ship, the nebuchadnezzar. as neo recuperates from a lifetime of physical inactivity in the pod in the aftermath of being redpilled, morpheus explains the situation: in the early   st century, a war broke out between humanity and intelligent machines. after humans blocked the machines' access to solar energy, the machines responded by capturing humans and harvesting their bioelectric power, while keeping their minds pacified in the matrix, a shared simulated reality modeled on the world as it was in     . the machines won the war, and the remaining free humans took refuge in the underground city of zion. morpheus and his crew are a group of rebels who hack into the matrix to ""unplug"" enslaved humans and recruit them; their understanding of the matrix's simulated nature allows them to bend its physical laws. morpheus warns neo that death within the matrix kills the physical body, too, and explains that the agents are sentient programs that eliminate threats to the system, while machines called sentinels eliminate rebels in the real world. neo's prowess during virtual training cements morpheus's belief that neo is ""the one,"" a human prophesied to free humankind. the group enters the matrix to visit the oracle, the prophet who predicted that the one would emerge. she implies to neo that he is not the one and warns that he will have to choose between morpheus's life and his own. before they can leave the matrix, agents and police ambush the group, tipped off by cypher, a disgruntled crew member who has betrayed morpheus in exchange for a comfortable life in the matrix. in an attempt to buy time for the others, morpheus fights smith and is captured. cypher exits the matrix and murders the other crew members as they lie unconscious. before cypher can kill neo and trinity, crew member tank regains consciousness and kills him before pulling neo and trinity from the matrix. "
436,436,Three dimensional space,2,https://en.wikipedia.org/wiki/Three-dimensional_space,"three-dimensional space (also:  d space,  -space or, rarely, tri-dimensional space) is a geometric setting in which three values (called parameters) are required to determine the position of an element (i.e., point). this is the informal meaning of the term dimension. in mathematics, a tuple of n numbers can be understood as the cartesian coordinates of a location in a n-dimensional euclidean space. the set of these n-tuples is commonly denoted r n , {\displaystyle \mathbb {r} ^{n},} and can be identified to the n-dimensional euclidean space. when n =  , this space is called three-dimensional euclidean space (or simply euclidean space when the context is clear). it serves as a model of the physical universe (when relativity theory is not considered), in which all known matter exists. while this space remains the most compelling and useful way to model the world as it is experienced, it is only one example of a large variety of spaces in three dimensions called  -manifolds. in this classical example, when the three values refer to measurements in different directions (coordinates), any three directions can be chosen, provided that vectors in these directions do not all lie in the same  -space (plane). furthermore, in this case, these three values can be labeled by any combination of three chosen from the terms width/breadth, height/depth, and length. in mathematics, analytic geometry (also called cartesian geometry) describes every point in three-dimensional space by means of three coordinates. three coordinate axes are given, each perpendicular to the other two at the origin, the point at which they cross. they are usually labeled x, y, and z. relative to these axes, the position of any point in three-dimensional space is given by an ordered triple of real numbers, each number giving the distance of that point from the origin measured along the given axis, which is equal to the distance of that point from the plane determined by the other two axes. other popular methods of describing the location of a point in three-dimensional space include cylindrical coordinates and spherical coordinates, though there are an infinite number of possible methods. for more, see euclidean space. below are images of the above-mentioned systems. cartesian coordinate system cylindrical coordinate system spherical coordinate system two distinct points always determine a (straight) line. three distinct points are either collinear or determine a unique plane. on the other hand, four distinct points can either be collinear, coplanar, or determine the entire space. two distinct lines can either intersect, be parallel or be skew. two parallel lines, or two intersecting lines, lie in a unique plane, so skew lines are lines that do not meet and do not lie in a common plane. "
437,437,Transformation Function,0,https://en.wikipedia.org/wiki/Transformation_(function,
438,438,Transformation in Functions,3,https://en.wikipedia.org/wiki/Transformation_(function),"in mathematics, a transformation is a function f, usually with some geometrical underpinning, that maps a set x to itself, i.e. f : x → x. examples include linear transformations of vector spaces and geometric transformations, which include projective transformations, affine transformations, and specific affine transformations, such as rotations, reflections and translations. while it is common to use the term transformation for any function of a set into itself (especially in terms like ""transformation semigroup"" and similar), there exists an alternative form of terminological convention in which the term ""transformation"" is reserved only for bijections. when such a narrow notion of transformation is generalized to partial functions, then a partial transformation is a function f: a → b, where both a and b are subsets of some set x. the set of all transformations on a given base set, together with function composition, forms a regular semigroup. for a finite set of cardinality n, there are nn transformations and (n+ )n partial transformations. "
439,439,shift of origin,0,https://en.wikipedia.org/wiki/Translation_of_axes,"in mathematics, a translation of axes in two dimensions is a mapping from an xy-cartesian coordinate system to an x'y'-cartesian coordinate system in which the x' axis is parallel to the x axis and k units away, and the y' axis is parallel to the y axis and h units away. this means that the origin o' of the new coordinate system has coordinates (h, k) in the original system. the positive x' and y' directions are taken to be the same as the positive x and y directions. a point p has coordinates (x, y) with respect to the original system and coordinates (x', y') with respect to the new system, where ( )or equivalently "
440,440,Transpose of a Matrix,1,https://en.wikipedia.org/wiki/Transpose,"in linear algebra, the transpose of a matrix is an operator which flips a matrix over its diagonal; that is, it switches the row and column indices of the matrix a by producing another matrix, often denoted by at (among other notations). the transpose of a matrix was introduced in      by the british mathematician arthur cayley. in the case of a logical matrix representing a binary relation r, the transpose corresponds to the converse relation rt. the transpose of a matrix a, denoted by at, ⊤a, a⊤, a ⊺ {\displaystyle a^{\intercal }} , a′, atr, ta or at, may be constructed by any one of the following methods: formally, the i-th row, j-th column element of at is the j-th row, i-th column element of a: if a is an m × n matrix, then at is an n × m matrix. in the case of square matrices, at may also denote the tth power of the matrix a. for avoiding a possible confusion, many authors use left upperscripts, that is, they denote the transpose as ta. an advantage of this notation is that no parentheses are needed when exponents are involved: as (ta)n = t(an), notation tan is not ambiguous. in this article this confusion is avoided by never using the symbol t as a variable name. a square matrix whose transpose is equal to itself is called a symmetric matrix; that is, a is symmetric if a square matrix whose transpose is equal to its negative is called a skew-symmetric matrix; that is, a is skew-symmetric if a square complex matrix whose transpose is equal to the matrix with every entry replaced by its complex conjugate (denoted here with an overline) is called a hermitian matrix (equivalent to the matrix being equal to its conjugate transpose); that is, a is hermitian if "
441,441,angle between two lines,3,https://en.wikipedia.org/wiki/Transversal_(geometry),"right interior adjacent vertical complementary supplementary in geometry, a transversal is a line that passes through two lines in the same plane at two distinct points. transversals play a role in establishing whether two or more other lines in the euclidean plane are parallel. the intersections of a transversal with two lines create various types of pairs of angles: consecutive interior angles, consecutive exterior angles, corresponding angles, and alternate angles. as a consequence of euclid's parallel postulate, if the two lines are parallel, consecutive interior angles are supplementary, corresponding angles are equal, and alternate angles are equal. are always congruent.) a transversal produces   angles, as shown in the graph at the above left: a transversal that cuts two parallel lines at right angles is called a perpendicular transversal. in this case, all   angles are right angles when the lines are parallel, a case that is often considered, a transversal produces several congruent and several supplementary angles. some of these angle pairs have specific names and are discussed below: corresponding angles, alternate angles, and consecutive angles. : art.    alternate angles are the four pairs of angles that: if the two angles of one pair are congruent (equal in measure), then the angles of each of the other pairs are also congruent. proposition  .   of euclid's elements, a theorem of absolute geometry (hence valid in both hyperbolic and euclidean geometry), proves that if the angles of a pair of alternate angles of a transversal are congruent then the two lines are parallel (non-intersecting). "
442,442,Relations between sides and angles of a triangle,0,https://en.wikipedia.org/wiki/Triangle," a triangle is a polygon with three edges and three vertices. it is one of the basic shapes in geometry. a triangle with vertices a, b, and c is denoted △ a b c {\displaystyle \triangle abc} . in euclidean geometry, any three points, when non-collinear, determine a unique triangle and simultaneously, a unique plane (i.e. a two-dimensional euclidean space). in other words, there is only one plane that contains that triangle, and every triangle is contained in some plane. if the entire geometry is only the euclidean plane, there is only one plane and all triangles are contained in it; however, in higher-dimensional euclidean spaces, this is no longer true. this article is about triangles in euclidean geometry, and in particular, the euclidean plane, except where otherwise noted. the terminology for categorizing triangles is more than two thousand years old, having been defined on the very first page of euclid's elements. the names used for modern classification are either a direct transliteration of euclid's greek or their latin translations. ancient greek mathematician euclid defined three types of triangle according to the lengths of their sides: greek: τῶν δὲ τριπλεύρων σχημάτων ἰσόπλευρον μὲν τρίγωνόν ἐστι τὸ τὰς τρεῖς ἴσας ἔχον πλευράς, ἰσοσκελὲς δὲ τὸ τὰς δύο μόνας ἴσας ἔχον πλευράς, σκαληνὸν δὲ τὸ τὰς τρεῖς ἀνίσους ἔχον πλευράς, lit. 'of trilateral figures, an isopleuron [equilateral] triangle is that which has its three sides equal, an isosceles that which has two of its sides alone equal, and a scalene that which has its three sides unequal.' equilateral triangle isosceles triangle scalene triangle hatch marks, also called tick marks, are used in diagrams of triangles and other geometric figures to identify sides of equal lengths. a side can be marked with a pattern of ""ticks"", short line segments in the form of tally marks; two sides have equal lengths if they are both marked with the same pattern. in a triangle, the pattern is usually no more than   ticks. an equilateral triangle has the same pattern on all   sides, an isosceles triangle has the same pattern on just   sides, and a scalene triangle has different patterns on all sides since no sides are equal. "
443,443,Triangle centre,0,https://en.wikipedia.org/wiki/Triangle_center," in geometry, a triangle center (or triangle centre) is a point in the plane that is in some sense a center of a triangle akin to the centers of squares and circles, that is, a point that is in the middle of the figure by some measure. for example, the centroid, circumcenter, incenter and orthocenter were familiar to the ancient greeks, and can be obtained by simple constructions. each of these classical centers has the property that it is invariant (more precisely equivariant) under similarity transformations. in other words, for any triangle and any similarity transformation (such as a rotation, reflection, dilation, or translation), the center of the transformed triangle is the same point as the transformed center of the original triangle. this invariance is the defining property of a triangle center. it rules out other well-known points such as the brocard points which are not invariant under reflection and so fail to qualify as triangle centers. for an equilateral triangle, all triangle centers coincide at its centroid. however the triangle centers generally take different positions from each other on all other triangles. the definitions and properties of thousands of triangle centers have been collected in the encyclopedia of triangle centers. even though the ancient greeks discovered the classic centers of a triangle they had not formulated any definition of a triangle center. after the ancient greeks, several special points associated with a triangle like the fermat point, nine-point center, lemoine point, gergonne point, and feuerbach point were discovered. during the revival of interest in triangle geometry in the     s it was noticed that these special points share some general properties that now form the basis for a formal definition of triangle center. as of    july     [update], clark kimberling's encyclopedia of triangle centers contains an annotated list of   ,    triangle centers. a real-valued function f of three real variables a, b, c may have the following properties: if a non-zero f has both these properties it is called a triangle center function. if f is a triangle center function and a, b, c are the side-lengths of a reference triangle then the point whose trilinear coordinates are f(a,b,c) : f(b,c,a) : f(c,a,b) is called a triangle center. this definition ensures that triangle centers of similar triangles meet the invariance criteria specified above. by convention only the first of the three trilinear coordinates of a triangle center is quoted since the other two are obtained by cyclic permutation of a, b, c. this process is known as cyclicity. every triangle center function corresponds to a unique triangle center. this correspondence is not bijective. different functions may define the same triangle center. for example, the functions f (a,b,c) =  /a and f (a,b,c) = bc both correspond to the centroid. two triangle center functions define the same triangle center if and only if their ratio is a function symmetric in a, b and c. even if a triangle center function is well-defined everywhere the same cannot always be said for its associated triangle center. for example, let f(a, b, c) be   if a/b and a/c are both rational and   otherwise. then for any triangle with integer sides the associated triangle center evaluates to  : :  which is undefined. in some cases these functions are not defined on the whole of ℝ . for example, the trilinears of x    are a /  : b /  : c /  so a, b, c cannot be negative. furthermore, in order to represent the sides of a triangle they must satisfy the triangle inequality. so, in practice, every function's domain is restricted to the region of ℝ  where a ≤ b + c, b ≤ c + a, and c ≤ a + b. this region t is the domain of all triangles, and it is the default domain for all triangle-based functions. "
444,444,Triangle inequality,1,https://en.wikipedia.org/wiki/Triangle_inequality,"in mathematics, the triangle inequality states that for any triangle, the sum of the lengths of any two sides must be greater than or equal to the length of the remaining side. this statement permits the inclusion of degenerate triangles, but some authors, especially those writing about elementary geometry, will exclude this possibility, thus leaving out the possibility of equality. if x, y, and z are the lengths of the sides of the triangle, with no side being greater than z, then the triangle inequality states that with equality only in the degenerate case of a triangle with zero area. in euclidean geometry and some other geometries, the triangle inequality is a theorem about distances, and it is written using vectors and vector lengths (norms): where the length z of the third side has been replaced by the vector sum x + y. when x and y are real numbers, they can be viewed as vectors in r , and the triangle inequality expresses a relationship between absolute values. in euclidean geometry, for right triangles the triangle inequality is a consequence of the pythagorean theorem, and for general triangles, a consequence of the law of cosines, although it may be proven without these theorems. the inequality can be viewed intuitively in either r  or r . the figure at the right shows three examples beginning with clear inequality (top) and approaching equality (bottom). in the euclidean case, equality occurs only if the triangle has a    ° angle and two  ° angles, making the three vertices collinear, as shown in the bottom example. thus, in euclidean geometry, the shortest distance between two points is a straight line. in spherical geometry, the shortest distance between two points is an arc of a great circle, but the triangle inequality holds provided the restriction is made that the distance between two points on a sphere is the length of a minor spherical line segment (that is, one with central angle in [ , π]) with those endpoints. the triangle inequality is a defining property of norms and measures of distance. this property must be established as a theorem for any function proposed for such purposes for each particular space: for example, spaces such as the real numbers, euclidean spaces, the lp spaces (p ≥  ), and inner product spaces. euclid proved the triangle inequality for distances in plane geometry using the construction in the figure. beginning with triangle abc, an isosceles triangle is constructed with one side taken as bc and the other equal leg bd along the extension of side ab. it then is argued that angle β has larger measure than angle α, so side ad is longer than side ac. but ad = ab + bd = ab + bc, so the sum of the lengths of sides ab and bc is larger than the length of ac. this proof appears in euclid's elements, book  , proposition   . for a proper triangle, the triangle inequality, as stated in words, literally translates into three inequalities (given that a proper triangle has side lengths a, b, c that are all positive and excludes the degenerate case of zero area): a more succinct form of this inequality system can be shown to be another way to state it is "
445,445,Triangular Distribution,1,https://en.wikipedia.org/wiki/Triangular_distribution,"in probability theory and statistics, the triangular distribution is a continuous probability distribution with lower limit a, upper limit b and mode c, where a < b and a ≤ c ≤ b. the distribution simplifies when c = a or c = b. for example, if a =  , b =   and c =  , then the pdf and cdf become: this distribution for a =  , b =   and c =   is the distribution of x = |x  − x |, where x , x  are two independent random variables with standard uniform distribution. the symmetric case arises when c = (a + b) /  . in this case, an alternate form of the distribution function is: this distribution for a =  , b =   and c =  . —the mode (i.e., the peak) is exactly in the middle of the interval—corresponds to the distribution of the mean of two standard uniform variables, i.e., the distribution of x = (x  + x ) /  , where x , x  are two independent random variables with standard uniform distribution in [ ,  ]. given a random variate u drawn from the uniform distribution in the interval ( ,  ), then the variate where f ( c ) = ( c − a ) / ( b − a ) {\displaystyle f(c)=(c-a)/(b-a)} , has a triangular distribution with parameters a , b {\displaystyle a,b} and c {\displaystyle c} . this can be obtained from the cumulative distribution function. the triangular distribution is typically used as a subjective description of a population for which there is only limited sample data, and especially in cases where the relationship between variables is known but data is scarce (possibly because of the high cost of collection). it is based on a knowledge of the minimum and maximum and an ""inspired guess"" as to the modal value. for these reasons, the triangle distribution has been called a ""lack of knowledge"" distribution. the triangular distribution is therefore often used in business decision making, particularly in simulations. generally, when not much is known about the distribution of an outcome (say, only its smallest and largest values), it is possible to use the uniform distribution. but if the most likely outcome is also known, then the outcome can be simulated by a triangular distribution. see for example under corporate finance. the triangular distribution, along with the pert distribution, is also widely used in project management (as an input into pert and hence critical path method (cpm)) to model events which take place within an interval defined by a minimum and maximum value. "
446,446,Right Angled Definition of Trignometric functions,1,https://en.wikipedia.org/wiki/Trigonometric_functions," in mathematics, the trigonometric functions (also called circular functions, angle functions or goniometric functions ) are real functions which relate an angle of a right-angled triangle to ratios of two side lengths. they are widely used in all sciences that are related to geometry, such as navigation, solid mechanics, celestial mechanics, geodesy, and many others. they are among the simplest periodic functions, and as such are also widely used for studying periodic phenomena through fourier analysis. the trigonometric functions most widely used in modern mathematics are the sine, the cosine, and the tangent. their reciprocals are respectively the cosecant, the secant, and the cotangent, which are less used. each of these six trigonometric functions has a corresponding inverse function, and an analog among the hyperbolic functions. the oldest definitions of trigonometric functions, related to right-angle triangles, define them only for acute angles. to extend the sine and cosine functions to functions whose domain is the whole real line, geometrical definitions using the standard unit circle (i.e., a circle with radius   unit) are often used; then the domain of the other functions is the real line with some isolated points removed. modern definitions express trigonometric functions as infinite series or as solutions of differential equations. this allows extending the domain of sine and cosine functions to the whole complex plane, and the domain of the other trigonometric functions to the complex plane with some isolated points removed. traditionally, a three letter abbreviation of their name is used as a symbol for representing trigonometric function in formulas, namely ""sin"", ""cos"", ""tan"", ""sec"", ""csc"", and ""cot"" for sine, cosine, tangent, secant, cosecant, and cotangent, respectively. (the cosecant function may instead be abbreviated to the five-letter ""cosec"".) moreover, functional notation, such as sin(x), is used. parentheses may be omitted when no confusion may occur; an example of a case requiring brackets is sin ⁡ x + y {\displaystyle \sin x+y} : this expression is ambiguous as it can be interpreted as sin ⁡ ( x ) + y {\displaystyle \sin(x)+y} or sin ⁡ ( x + y ) . {\displaystyle \sin(x+y).} unlike the general functional notation, a positive integer appearing as a superscript after the symbol of the function does not denote a power under function composition but an iterated multiplication. for example sin   ⁡ x {\displaystyle \sin ^{ }x} and sin   ⁡ ( x ) {\displaystyle \sin ^{ }(x)} denote sin ⁡ ( x ) sin ⁡ ( x ) , {\displaystyle \sin(x)\sin(x),} not sin ⁡ ( sin ⁡ x ) . {\displaystyle \sin(\sin x).} however, the exponent −   {\displaystyle -\! } is an alternative notation for the corresponding inverse trigonometric function. that is, sin −   ⁡ x {\displaystyle \sin ^{- }x} and sin −   ⁡ ( x ) {\displaystyle \sin ^{- }(x)} denote arcsin ⁡ x , {\displaystyle \arcsin x,} the arcsine. in this context, the exponent could be considered as denoting a composed or iterated function (for which the notation sin [ −   ] ⁡ ( x ) {\displaystyle \sin ^{[- ]}(x)} can be used instead), since an inverse function can be considered to be the function iterated −   {\displaystyle -\! } times. however, the utilization of superscript values to represent levels of iteration other than -  does not appear to be in common use. if the acute angle θ is given, then any right triangles that have an angle of θ are similar to each other. this means that the ratio of any two side lengths depends only on θ. thus these six ratios define six functions of θ, which are the trigonometric functions. in the following definitions, the hypotenuse is the length of the side opposite the right angle, opposite represents the side opposite the given angle θ, and adjacent represents the side between the angle θ and the right angle. in a right-angled triangle, the sum of the two acute angles is a right angle, that is,   ° or π/  radians. therefore sin ⁡ ( θ ) {\displaystyle \sin(\theta )} and cos ⁡ (    ∘ − θ ) {\displaystyle \cos(  ^{\circ }-\theta )} represent the same ratio, and thus are equal. this identity and analogous relationships between the other trigonometric functions are summarized in the following table. in geometric applications, the argument of a trigonometric function is generally the measure of an angle. for this purpose, any angular unit is convenient, and angles are most commonly measured in conventional units of degrees in which a right angle is   ° and a complete turn is    ° (particularly in elementary mathematics). "
447,447,Trigonometry,1,https://en.wikipedia.org/wiki/Trigonometry," trigonometry (from ancient greek τρίγωνον (trígōnon) 'triangle', and μέτρον (métron) 'measure') is a branch of mathematics that studies relationships between side lengths and angles of triangles. the field emerged in the hellenistic world during the  rd century bc from applications of geometry to astronomical studies. the greeks focused on the calculation of chords, while mathematicians in india created the earliest-known tables of values for trigonometric ratios (also called trigonometric functions) such as sine. throughout history, trigonometry has been applied in areas such as geodesy, surveying, celestial mechanics, and navigation. trigonometry is known for its many identities. these trigonometric identities are commonly used for rewriting trigonometrical expressions with the aim to simplify an expression, to find a more useful form of an expression, or to solve an equation. sumerian astronomers studied angle measure, using a division of circles into     degrees. they, and later the babylonians, studied the ratios of the sides of similar triangles and discovered some properties of these ratios but did not turn that into a systematic method for finding sides and angles of triangles. the ancient nubians used a similar method. in the  rd century bc, hellenistic mathematicians such as euclid and archimedes studied the properties of chords and inscribed angles in circles, and they proved theorems that are equivalent to modern trigonometric formulae, although they presented them geometrically rather than algebraically. in     bc, hipparchus (from nicaea, asia minor) gave the first tables of chords, analogous to modern tables of sine values, and used them to solve problems in trigonometry and spherical trigonometry. in the  nd century ad, the greco-egyptian astronomer ptolemy (from alexandria, egypt) constructed detailed trigonometric tables (ptolemy's table of chords) in book  , chapter    of his almagest. ptolemy used chord length to define his trigonometric functions, a minor difference from the sine convention we use today. (the value we call sin(θ) can be found by looking up the chord length for twice the angle of interest ( θ) in ptolemy's table, and then dividing that value by two.) centuries passed before more detailed tables were produced, and ptolemy's treatise remained in use for performing trigonometric calculations in astronomy throughout the next      years in the medieval byzantine, islamic, and, later, western european worlds. the modern sine convention is first attested in the surya siddhanta, and its properties were further documented by the  th century (ad) indian mathematician and astronomer aryabhata. these greek and indian works were translated and expanded by medieval islamic mathematicians. by the   th century, islamic mathematicians were using all six trigonometric functions, had tabulated their values, and were applying them to problems in spherical geometry. the persian polymath nasir al-din al-tusi has been described as the creator of trigonometry as a mathematical discipline in its own right. nasīr al-dīn al-tūsī was the first to treat trigonometry as a mathematical discipline independent from astronomy, and he developed spherical trigonometry into its present form. he listed the six distinct cases of a right-angled triangle in spherical trigonometry, and in his on the sector figure, he stated the law of sines for plane and spherical triangles, discovered the law of tangents for spherical triangles, and provided proofs for both these laws. knowledge of trigonometric functions and methods reached western europe via latin translations of ptolemy's greek almagest as well as the works of persian and arab astronomers such as al battani and nasir al-din al-tusi. one of the earliest works on trigonometry by a northern european mathematician is de triangulis by the   th century german mathematician regiomontanus, who was encouraged to write, and provided with a copy of the almagest, by the byzantine greek scholar cardinal basilios bessarion with whom he lived for several years. at the same time, another translation of the almagest from greek into latin was completed by the cretan george of trebizond. trigonometry was still so little known in   th-century northern europe that nicolaus copernicus devoted two chapters of de revolutionibus orbium coelestium to explain its basic concepts. driven by the demands of navigation and the growing need for accurate maps of large geographic areas, trigonometry grew into a major branch of mathematics. bartholomaeus pitiscus was the first to use the word, publishing his trigonometria in     . gemma frisius described for the first time the method of triangulation still used today in surveying. it was leonhard euler who fully incorporated complex numbers into trigonometry. the works of the scottish mathematicians james gregory in the   th century and colin maclaurin in the   th century were influential in the development of trigonometric series. also in the   th century, brook taylor defined the general taylor series. trigonometric ratios are the ratios between edges of a right triangle. these ratios are given by the following trigonometric functions of the known angle a, where a, b and c refer to the lengths of the sides in the accompanying figure: the hypotenuse is the side opposite to the    degree angle in a right triangle; it is the longest side of the triangle and one of the two sides adjacent to angle a. the adjacent leg is the other side that is adjacent to angle a. the opposite side is the side that is opposite to angle a. the terms perpendicular and base are sometimes used for the opposite and adjacent sides respectively. see below under mnemonics. "
448,448,Scalar Triple Product,2,https://en.wikipedia.org/wiki/Triple_product,"in geometry and algebra, the triple product is a product of three  -dimensional vectors, usually euclidean vectors. the name ""triple product"" is used for two different products, the scalar-valued scalar triple product and, less often, the vector-valued vector triple product. the scalar triple product (also called the mixed product, box product, or triple scalar product) is defined as the dot product of one of the vectors with the cross product of the other two. geometrically, the scalar triple product is the (signed) volume of the parallelepiped defined by the three vectors given. here, the parentheses may be omitted without causing ambiguity, since the dot product cannot be evaluated first. if it were, it would leave the cross product of a scalar and a vector, which is not defined. although the scalar triple product gives the volume of the parallelepiped, it is the signed volume, the sign depending on the orientation of the frame or the parity of the permutation of the vectors. this means the product is negated if the orientation is reversed, for example by a parity transformation, and so is more properly described as a pseudoscalar if the orientation can change. this also relates to the handedness of the cross product; the cross product transforms as a pseudovector under parity transformations and so is properly described as a pseudovector. the dot product of two vectors is a scalar but the dot product of a pseudovector and a vector is a pseudoscalar, so the scalar triple product must be pseudoscalar-valued. if t is a rotation operator, then but if t is an improper rotation, then in exterior algebra and geometric algebra the exterior product of two vectors is a bivector, while the exterior product of three vectors is a trivector. a bivector is an oriented plane element and a trivector is an oriented volume element, in the same way that a vector is an oriented line element. given vectors a, b and c, the product "
